ticker,corp_name,corp_code,listed_company
323230,엠에프엠코리아,01384477,0
283100,노보믹스,01332137,0
012600,청호ICT,00151863,0
258540,에스엘테라퓨틱스,01109122,0
214870,한울BnC,00820389,0
038340,MIT,00215976,0
268600,셀리버리,01182444,0
446600,카이바이오텍,01671601,0
078940,퀀타피아,00501970,0
299910,애닉,01259056,0
160600,이큐셀,00818472,0
900280,골든센츄리,01168143,0
214310,에스엘에너지,00957568,0
419700,이브이파킹서비스,01695498,0
062860,티엘아이,00261887,0
263540,어스앤에어로스페이스,00971090,0
053590,한국테크놀로지,00355548,0
286000,씨엔티드림,01114559,0
089530,에이티세미콘,00458562,0
258250,셀젠텍,01117918,0
299670,에스엠비나,01203507,0
065560,녹원씨엔아이,00393469,0
136510,스마트솔루션즈,00763358,0
181340,이즈미디어,00861720,0
058530,파나케이아,00353018,0
006580,대양제지,00111227,0
163430,디피코,01072518,0
161570,THE MIDONG,00945208,0
148140,비디아이,00610490,0
030790,비케이탑스,00273615,0
